Referencia;Nombre;Categoria;Descripcion
151;AMARRE PLASTICO 120 CM VOLTECK UN;HERRAJES Y SOPORTES;48988
152;AMARRE PLASTICO 45 CM VOLTECK BOLSA X 10;HERRAJES Y SOPORTES;48985
153;AMARRE PLASTICO 45 CM VOLTECK UN;HERRAJES Y SOPORTES;48985
154;AMARRE PLASTICO 70 CM VOLTECK BOLSA X 10;HERRAJES Y SOPORTES;48986
155;AMARRE PLASTICO 70 CM VOLTECK UN;HERRAJES Y SOPORTES;48986
156;AMARRE PLASTICO 90 CM VOLTECK UN;HERRAJES Y SOPORTES;48986
3366;AMARRE PLASTICO BLANCO 4.8 X 30 cm FORTE  UN;HERRAJES Y SOPORTES;16057
4584;AMARRE PLASTICO BLANCO 4.8 X 25cm FORTE UN;HERRAJES Y SOPORTES;16057
3368;AMARRE PLASTICO BLANCO 4.8 X 37cmFORTE UN;HERRAJES Y SOPORTES;16058
108;AMARRE PLASTICO BLANCO 7.6 X 40cm FORTE U;HERRAJES Y SOPORTES;
110D;AMARRE PLASTICO N 10 BLANCO 2.4 DOC;HERRAJES Y SOPORTES;
111C;AMARRE PLASTICO N 10 BLANCO 2.4 PAQ X 100;HERRAJES Y SOPORTES;
111;AMARRE PLASTICO N 10 BLANCO 2.4 UN;HERRAJES Y SOPORTES;
114D;AMARRE PLASTICO N 10 NEGRO 2.5 DOC;HERRAJES Y SOPORTES;
114P;AMARRE PLASTICO N 10 NEGRO 2.5 PAQ X 100;HERRAJES Y SOPORTES;
114;AMARRE PLASTICO N 10 NEGRO 2.5 UN;HERRAJES Y SOPORTES;
117D;AMARRE PLASTICO N 15 BLANCO 25 DOC;HERRAJES Y SOPORTES;
117P;AMARRE PLASTICO N 15 BLANCO 25 PAQ X 100;HERRAJES Y SOPORTES;
117;AMARRE PLASTICO N 15 BLANCO 25 U;HERRAJES Y SOPORTES;
120D;AMARRE PLASTICO N 15 NEGRO 2.5 DOC;HERRAJES Y SOPORTES;
120P;AMARRE PLASTICO N 15 NEGRO 2.5 PAQ X 100;HERRAJES Y SOPORTES;
123D;AMARRE PLASTICO N 20 BLANCO 3.6 DOC;HERRAJES Y SOPORTES;
123P;AMARRE PLASTICO N 20 BLANCO 3.6 PAQ X 100;HERRAJES Y SOPORTES;
123;AMARRE PLASTICO N 20 BLANCO 3.6 U;HERRAJES Y SOPORTES;
126D;AMARRE PLASTICO N 20 NEGRO 3.6 DOC;HERRAJES Y SOPORTES;
126P;AMARRE PLASTICO N 20 NEGRO 3.6 PAQ X 100;HERRAJES Y SOPORTES;
126;AMARRE PLASTICO N 20 NEGRO 3.8 U;HERRAJES Y SOPORTES;
129D;AMARRE PLASTICO N 25 BLANCO 3.6 DOC;HERRAJES Y SOPORTES;
129P;AMARRE PLASTICO N 25 BLANCO 3.6 PAQ X 100;HERRAJES Y SOPORTES;
132D;AMARRE PLASTICO N 25 NEGRO 3.6 DOC;HERRAJES Y SOPORTES;
132P;AMARRE PLASTICO N 25 NEGRO 3.6 PAQ X 100;HERRAJES Y SOPORTES;
132;AMARRE PLASTICO N 25 NEGRO 3.6 U;HERRAJES Y SOPORTES;
135D;AMARRE PLASTICO N 30 BLANCO 3.6 DOC;HERRAJES Y SOPORTES;
135P;AMARRE PLASTICO N 30 BLANCO 3.6 PAQ X 100;HERRAJES Y SOPORTES;
135;AMARRE PLASTICO N 30 BLANCO 3.6 U;HERRAJES Y SOPORTES;
138D;AMARRE PLASTICO N 30 NEGRO 3.6 DOC;HERRAJES Y SOPORTES;
138P;AMARRE PLASTICO N 30 NEGRO 3.6 PAQ X 100;HERRAJES Y SOPORTES;
138;AMARRE PLASTICO N 30 NEGRO 3.6 U;HERRAJES Y SOPORTES;
141D;AMARRE PLASTICO N 40 BLANCO 4.8 DOC;HERRAJES Y SOPORTES;
141P;AMARRE PLASTICO N 40 BLANCO 4.8 PAQ X 100;HERRAJES Y SOPORTES;
141;AMARRE PLASTICO N 40 BLANCO 4.8 U;HERRAJES Y SOPORTES;
144D;AMARRE PLASTICO N 40 NEGRO 4.8 DOC;HERRAJES Y SOPORTES;
144P;AMARRE PLASTICO N 40 NEGRO 4.8 PAQ X 100;HERRAJES Y SOPORTES;
144;AMARRE PLASTICO N 40 NEGRO 4.8 U;HERRAJES Y SOPORTES;
3373;AMARRE PLASTICO NEGRO 4.8 X 25cm FORTE UN;HERRAJES Y SOPORTES;16067
3376;AMARRE REUTILIZABLE 4.6 X20cm forte UN;HERRAJES Y SOPORTES;16104
157;ANGEO PLASTICO 90 CM BLANCO O VERDE 1MT;CONSTRUCCION;938M
157R;ANGEO PLASTICO 90 CM BLANCO O VERDE 30M;CONSTRUCCION;938
159;ANGULO DE ALUMINIO 3/4 1M;PERFILES Y WINES;3237
159T;ANGULO DE ALUMINIO 3/4 TIRA X 6MT;PERFILES Y WINES;3237
161;ANGULO PARA TECHOS PVC 3MT;PERFILES Y WINES;FA3
162;ANTENA CON BASE PARA TV UDUKE;ELECTRICOS;
163;ANTENA CONEJO PARA TV TERMINAL COAXIAL;ELECTRICOS;
164;ANTENA TDT PARA TV 3MT;ELECTRICOS;9421
165;ANTENA TDT PARA TV 5MT;ELECTRICOS;9422
170;ANTICORROSIVO BLANCO 1 GALON SUPER;PINTURAS Y DISOLVENTES;125
166;ANTICORROSIVO BLANCO 1/2 G SUPER;PINTURAS Y DISOLVENTES;125
167;ANTICORROSIVO BLANCO 1/32 G SUPER;PINTURAS Y DISOLVENTES;125
168;ANTICORROSIVO BLANCO 1/4 G SUPER;PINTURAS Y DISOLVENTES;125
169;ANTICORROSIVO BLANCO 1/8 G SUPER;PINTURAS Y DISOLVENTES;125
175;ANTICORROSIVO GRIS 1 GALON SUPER;PINTURAS Y DISOLVENTES;117
171;ANTICORROSIVO GRIS 1/2 G SUPER;PINTURAS Y DISOLVENTES;117
172;ANTICORROSIVO GRIS 1/32 G SUPER;PINTURAS Y DISOLVENTES;117
173;ANTICORROSIVO GRIS 1/4 G SUPER;PINTURAS Y DISOLVENTES;117
174;ANTICORROSIVO GRIS 1/8 G SUPER;PINTURAS Y DISOLVENTES;117
180;ANTICORROSIVO NEGRO MATE 1 GALON SUPER;PINTURAS Y DISOLVENTES;128
176;ANTICORROSIVO NEGRO MATE 1/2 G SUPER;PINTURAS Y DISOLVENTES;128
177;ANTICORROSIVO NEGRO MATE 1/32 G SUPER;PINTURAS Y DISOLVENTES;128
178;ANTICORROSIVO NEGRO MATE 1/4 G SUPER;PINTURAS Y DISOLVENTES;128
179;ANTICORROSIVO NEGRO MATE 1/8 G SUPER;PINTURAS Y DISOLVENTES;128
185;ANTICORROSIVO ROJO 1 GALON SUPER;PINTURAS Y DISOLVENTES;120
181;ANTICORROSIVO ROJO 1/2 G SUPER;PINTURAS Y DISOLVENTES;120
182;ANTICORROSIVO ROJO 1/32 G SUPER;PINTURAS Y DISOLVENTES;120
183;ANTICORROSIVO ROJO 1/4 G SUPER;PINTURAS Y DISOLVENTES;120
184;ANTICORROSIVO ROJO 1/8 G SUPER;PINTURAS Y DISOLVENTES;120
190;ANTICORROSIVO VERDE 1 GALON SUPER;PINTURAS Y DISOLVENTES;125
186;ANTICORROSIVO VERDE 1/2 G SUPER;PINTURAS Y DISOLVENTES;125
187;ANTICORROSIVO VERDE 1/32 G SUPER;PINTURAS Y DISOLVENTES;125
188;ANTICORROSIVO VERDE 1/4 G SUPER;PINTURAS Y DISOLVENTES;125
189;ANTICORROSIVO VERDE 1/8 G SUPER;PINTURAS Y DISOLVENTES;125
192;"ARANDELA 1/8"" UN";TORNILLERIA;
195;"ARANDELA 5/16"" UN";TORNILLERIA;
196;"ARANDELA 5/32"" UN";TORNILLERIA;
198;"ARANDELA A 1"" UN";TORNILLERIA;
199;"ARANDELA A 3/4"" UN";TORNILLERIA;
200;"ARANDELA A 5/8"" UN";TORNILLERIA;
201;"ARANDELA A 7/8"" UN";TORNILLERIA;
202;"ARANDELA A 9/16"" UN";TORNILLERIA;
203;ARBOL VALVULA DE ENTRADA AZUL Y BLANCO BOCHERINI;GRIFERIA;A111
204;ARBOL VALVULA DE ENTRADA 5/16 PLAST GRIFOS;GRIFERIA;2461
207;ARENA DE PEÃ¯Â¿Â½A 1 LONA;CONSTRUCCION;50%
206;ARENA DE PEÃ¯Â¿Â½A 1 MT 24 LONAS;CONSTRUCCION;0.3
208;ARENA DE PEÃ¯Â¿Â½A 1 PALADA;CONSTRUCCION;
205;ARENA DE PEÃ¯Â¿Â½A 1/2 MT 12 LONAS;CONSTRUCCION;30%
3562;ARENA DE POZO 1 LONA;CONSTRUCCION;
3564;ARENA DE POZO 1 MT;CONSTRUCCION;
3563;ARENA DE POZO 1/2 MT 12 LONAS;CONSTRUCCION;
209;ARENA DE RIO 1 LONA;CONSTRUCCION;
210;ASIENTO SANITARIO BASIC BLANCO/BEIGE CORONA;GRIFERIA;32806
211;ATATODO COLORES OVILLO PEQUEÃ¯Â¿Â½O;SOGAS Y CADENAS;
3206;ATOMIZADOR 1 LITRO KLINTEK;ASEO;55938
3205;ATOMIZADOR 1/2 LITRO RECICLADO;ASEO;55937
3510;AZADON 2LBS H-304 FORTE;HERRAMIENTA MANUAL;2056
3663;BANDEJA TERMOFORMADA PEQUEÃ¯Â¿Â½A GOYA;PINTURAS Y DISOLVENTES;
2419;BARBUQUEJO 3 APOYOS;DOTACION INDUSTRIAL;12512
213;BARBUQUEJO 4 APOYOS;DOTACION INDUSTRIAL;19223
218;BARNIZ BRILLANTE MADETEC 1 GALON PINTUCO;PINTURAS Y DISOLVENTES;10014465
214;BARNIZ BRILLANTE MADETEC 1/2 G PINTUCO;PINTURAS Y DISOLVENTES;10014465
215;BARNIZ BRILLANTE MADETEC 1/32 G PINTUCO;PINTURAS Y DISOLVENTES;10014465
216;BARNIZ BRILLANTE MADETEC 1/4 G PINTUCO;PINTURAS Y DISOLVENTES;10014465
217;BARNIZ BRILLANTE MADETEC 1/8 G PINTUCO;PINTURAS Y DISOLVENTES;10014465
223;BARNIZ EXPERTO TRANSPARENTE 1 GALON SUPER;PINTURAS Y DISOLVENTES;320
219;BARNIZ EXPERTO TRANSPARENTE 1/2 G SUPER;PINTURAS Y DISOLVENTES;320
220;BARNIZ EXPERTO TRANSPARENTE 1/32 G SUPER;PINTURAS Y DISOLVENTES;320
221;BARNIZ EXPERTO TRANSPARENTE 1/4 G SUPER;PINTURAS Y DISOLVENTES;320
222;BARNIZ EXPERTO TRANSPARENTE 1/8 G SUPER;PINTURAS Y DISOLVENTES;320
3549;BARRA AGRICOLA 1-1/8 1200mm x 102mm TRUPER;HERRAMIENTA MANUAL;"""""""Marca Truper, Modelo 19988, Largo total 150 cm, Diámetro 1 """""""", Peso 8 kg, Forma Recta, Materiales Acero """" • Fabricada en acero medio carbono• Uso en construcción y agrícola."""
3453;BARREDOR DE PUERTA 92 CM;HOGAR Y COCINA;14078
224;BARRILITO PARA MANGUERA DE GAS BRONCE;PARTES Y REPUESTOS;
225;BASE PARA LICUADORA CON CUCHILLAS SAMURAI;HOGAR Y COCINA;
226;BASE PARA LICUADORA OSTER;HOGAR Y COCINA;
227;BASE PARA LICUADORA SAMURAI;HOGAR Y COCINA;
229;BENJAMIN BEIGE MERCURY;ELECTRICOS;
230;BENJAMIN NEGRO MERCURY;ELECTRICOS;
231;BETUN BOWY NEGRO 32 GR;LUBRICANTES;
3210;BETUN BOWY NEGRO 325 GR;LUBRICANTES;
232;BETUN BOWY NEGRO 55 GR;LUBRICANTES;40%
233;BETUN BOWY PROFESIONAL NEGRO 230GR;LUBRICANTES;40%
3440;BETUN BOWY PROFESIONAL NEGRO KILO;PINTURAS Y DISOLVENTES;30%
3380;BICARBONATO BOLSITA;ASEO;112
234;"BISAGRA COMUN LATON 1"" INDUMA UNIDAD";HERRAJES Y SOPORTES;
235;BISAGRA COMUN LATON 11/2  INDUMA UNIDAD;HERRAJES Y SOPORTES;539
236;"BISAGRA COMUN LATON 2"" INDUMA UNIDAD";HERRAJES Y SOPORTES;
237;"BISAGRA COMUN LATON 21/2""  INDUMA UNIDAD";HERRAJES Y SOPORTES;541
238;"BISAGRA COMUN LATON 21/2"" X 21/2"" INDUMA UNIDAD";HERRAJES Y SOPORTES;524
240;"BISAGRA COMUN LATON 3/4"" INDUMA UNIDAD";HERRAJES Y SOPORTES;
241;"BISAGRA COMUN LATON 31/2"" INDUMA UNIDAD";HERRAJES Y SOPORTES;544
242;"BISAGRA COMUN LATON 4""  INDUMA UNIDAD";HERRAJES Y SOPORTES;
243;"BISAGRA NUDO 3X3"" INDUMA UNIDAD";HERRAJES Y SOPORTES;527
245;"BISAGRA OMEGA 2"" GATO UNIDAD";HERRAJES Y SOPORTES;
246;"BISAGRA OMEGA 21/2"" GATO UNIDAD";HERRAJES Y SOPORTES;
247;"BISAGRA OMEGA 3"" GATO UNIDAD";HERRAJES Y SOPORTES;
248;BISAGRA PARCHE PAR;HERRAJES Y SOPORTES;967
249;BISAGRA PLANA VENTANA UNIDAD;HERRAJES Y SOPORTES;
250;"BISAGRA REDONDA 1/2"" UNIDAD";HERRAJES Y SOPORTES;
251;"BISAGRA REDONDA 3/4"" CORTA UNIDAD";HERRAJES Y SOPORTES;
3287;"BISAGRA REDONDA 3/4"" LARGA UNIDAD";HERRAJES Y SOPORTES;
252;"BISAGRA REDONDA 3/8"" UNIDAD";HERRAJES Y SOPORTES;
253;"BISAGRA REDONDA 5/8"" CORTA UNIDAD";HERRAJES Y SOPORTES;
254;"BISAGRA REDONDA 5/8"" LARGA UNIDAD";HERRAJES Y SOPORTES;
3289;BISAGRA REDONDA ALA N3 MEDIANA UNIDAD;HERRAJES Y SOPORTES;
255;BISAGRA SEMI PARCHE PAR;HERRAJES Y SOPORTES;
256;"BISTURI 5"" BLISTER PRETUL";HERRAMIENTA MANUAL;22403
258;"BISTURI 6"" CON GRIP TRUPER";HERRAMIENTA MANUAL;Marca Truper, Modelo CUT-6XX, Tipo de cutter METALICO REFORZADO, Formato de venta Unidad, Color Naranja, Materiales del mango Plástico ABS, Con traba de seguridad Sí, Ancho de la hoja 18 mm, Incluye hojas de repuesto Sí, Cantidad de hojas de repuesto 5, Usos recomendados Reforzado de plástico, Capacidad de almacenamiento de hojas 1  CÓDIGO: 16976CLAVE: CUT-6XXFicha técnicaCutter 18 mm trabajo pesado c/alma metálica y grip, ExpertCuchilla de acero SK2, 3x más durableCuerpo metálico y grip antiderrapanteSeguro y cambio automático de cuchilla.
1318;BISTURI METALICO GRANDE;HERRAMIENTA MANUAL;
261;BISTURI PLASTICO ECO GRANDE;HERRAMIENTA MANUAL;
3323;"BISTURI TIPO LAPIZ PROFESIONAL 6""";HERRAMIENTA MANUAL;16969
3688;BLOQUE N 5 BLANCO 12X30CM;CONSTRUCCION;TODO TIPO DE OBRA CIVILO MAMPOSTERIA
3348;BOCALLAVE GATO GUERRERO;CERRAJERIA Y SEGURIDAD;UNUL12
264;BOLSA DE ESTOPA FINA 200GM ROJA;PINTURAS Y DISOLVENTES;
265;BOLSA DE ESTOPA FINA 100G NEGRA;PINTURAS Y DISOLVENTES;
3460;BOLSA NEGRA N 22 PAQUETE;HOGAR Y COCINA;
3614;BOLSA NEGRA N 22 UNIDAD;HOGAR Y COCINA;
875;BOLSA NEGRA N 28 UNIDAD;HOGAR Y COCINA;
2421;BOLSA NEGRA N 32 UNIDAD;HOGAR Y COCINA;
3459;BOMBA MANUAL PARA INFLAR 80 PSI PRETUL;HERRAMIENTA MANUAL;21690
266;BOMBILLO 100W RISE;ELECTRICOS;
267;BOMBILLO 150W SYLVANIA;ELECTRICOS;994
3176;BOMBILLO CANDELABRO;ELECTRICOS;
3172;BOMBILLO VELA E27;ELECTRICOS;
3173;BOMBILLO CANDELABRO TRANSPARENTE;ELECTRICOS;
268;BOMBILLO VEHICULO 1 CONTACTO;ELECTRICOS;19
269;BOMBILLO VEHICULO 2 CONTACTO;ELECTRICOS;20
270;BOMBILLO GU10 5W MERCURY;ELECTRICOS;45818
271;BOMBILLO LED 10.7 W KALLEY;ELECTRICOS;16234
272;BOMBILLO LED 4W ILUMAX;ELECTRICOS;18121
273;BOMBILLO LED 5W E27 LUZ BLANCA MERCURY;ELECTRICOS;50763
274;BOMBILLO LED 8.5 W KALLEY;ELECTRICOS;16227
275;BOMBILLO LED 50W ZAFIRO;ELECTRICOS;
276;BOMBILLO LED 30W ZAFIRO;ELECTRICOS;
3201;BOMBILLO 9W LED CON SENSOR MERCURY;ELECTRICOS;1008
3349;BOMBILLO LED PERFUME NEVERA 3W MERCURY;ELECTRICOS;UNUL34
277;BOMBILLO LED PROYECTOS;ELECTRICOS;742
278;BOMBILLO LINTERNA;ELECTRICOS;300
279;BOMBILLO MULTIUSO 25 W 40;ELECTRICOS;21
3174;BOMBILLO PIMPON COLORES;DOTACION INDUSTRIAL;
280;BOMBILLO VELA E14;ELECTRICOS;50058
283;BOQUILLA BEIGE 2K MAXI;CONSTRUCCION;
285;BOQUILLA BLANCA CONCOLOR 2K CORONA;CONSTRUCCION;93419 40%
287;BOQUILLA NEGRA 2K MAXI;CONSTRUCCION;
286;BOQUILLA PARA MANGUERA PLASTICA PRETUL;GRIFERIA;21140
288;BOQUILLA PISTOLA CHORRO;PARTES Y REPUESTOS;
289;BOQUILLA PISTOLA PUNTO;PARTES Y REPUESTOS;
290;BOQUILLA CAOBA 2K MAXI;CONSTRUCCION;
291;BOQUILLERA 3x1 ALUMINIO 1M;PERFILES Y WINES;2001750%
291T;BOQUILLERA 3x1 ALUMINIO TIRA 6MT;PERFILES Y WINES;2001740%
1739;BORNERA PARA BREAKERS TACOS 2;CONSTRUCCION;43259
1740;BORNERA PARA BREAKERS TACOS 3;LUBRICANTES;43260
3551;BORNES DE PLOMO PARA BATERIA 2 PIEZAS TRUPER;HERRAMIENTA ELECTRICA;23041
3496;BORNES PARA BATERIA PAR 12V 6E UYUSTOOLS;ELECTRICOS;
293;BOTON MADERA NATUTAL MIEL CAOBA Y NEGRO LISO;HERRAJES Y SOPORTES;
294;BOTON METALICO BICELADO GRANDE;HERRAJES Y SOPORTES;
3442;BREAKER TACO DE RIEL 1 X 40 EXTERIOR;ELECTRICOS;10013731
3512;BREAKER TACO PLUG 40 A EXE;ELECTRICOS;44631
295;"BRIDA FLEXIBLE 3"" CORTA SANITARIO";GRIFERIA;334
296;BRILLA METAL GRANDE FOXTER;LUBRICANTES;
297;BRILLA METAL PEQUEÃ¯Â¿Â½O FOXTER;LUBRICANTES;
298;BROCA ACERO HSS 1/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;750026
299;BROCA ACERO HSS 1/2 INCOLMA;ABRASIVOS Y CONSUMIBLES;750505
300;BROCA ACERO HSS 1/4 INCOLMA;ABRASIVOS Y CONSUMIBLES;750265
301;BROCA ACERO HSS 1/8 INCOLMA;ABRASIVOS Y CONSUMIBLES;750109
302;BROCA ACERO HSS 11/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;750380
303;BROCA ACERO HSS 11/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;750166
304;BROCA ACERO HSS 13/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;750448
305;BROCA ACERO HSS 13/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;750208
306;BROCA ACERO HSS 15/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;750240
308;BROCA ACERO HSS 19/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;750323
309;BROCA ACERO HSS 21/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;750364
310;BROCA ACERO HSS 3/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;750182
311;BROCA ACERO HSS 3/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;750067
312;BROCA ACERO HSS 3/8 INCOLMA;ABRASIVOS Y CONSUMIBLES;750422
313;BROCA ACERO HSS 5/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;750349
314;BROCA ACERO HSS 5/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;750141
315;BROCA ACERO HSS 5/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;750042
316;BROCA ACERO HSS 7/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;750463
317;BROCA ACERO HSS 7/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;750224
318;BROCA ACERO HSS 7/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;750083
319;BROCA ACERO HSS 9/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;750307
3272;"BROCA CONCRETO 1/2 X 12"" TRUPER";ABRASIVOS Y CONSUMIBLES;11233
3270;"BROCA CONCRETO 1/4 X 12"" TRUPER";ABRASIVOS Y CONSUMIBLES;11209
350;"BROCA CONCRETO 1/4 X 4"" TRUPER";ABRASIVOS Y CONSUMIBLES;11203
351;"BROCA CONCRETO 3/16 X 4"" TRUPER";ABRASIVOS Y CONSUMIBLES;11200
352;"BROCA CONCRETO 3/8 x 5"" TRUPER";ABRASIVOS Y CONSUMIBLES;11221
3271;"BROCA CONCRETO 5/16 X 12"" TRUPER";ABRASIVOS Y CONSUMIBLES;11218
353;"BROCA CONCRETO 5/16 X 4"" TRUPER";ABRASIVOS Y CONSUMIBLES;11212
3276;"BROCA CONCRETO SDS RANURADA 1/2 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;11279
3273;"BROCA CONCRETO SDS RANURADA 1/4 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;11264
3275;"BROCA CONCRETO SDS RANURADA 3/8 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;11272
3332;"BROCA CONCRETO SDS RANURADA 3/8"" X 12"" TRUPER";TUBERIAS Y ACCESORIOS;11275
3274;"BROCA CONCRETO SDS RANURADA 5/16 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;11269
321;"BROCA ESPADA PARA MADERA 1"" TRUPER";ABRASIVOS Y CONSUMIBLES;11384
322;"BROCA ESPADA PARA MADERA 1/2"" TRUPER";ABRASIVOS Y CONSUMIBLES;11372
323;"BROCA ESPADA PARA MADERA 3/4"" TRUPER";ABRASIVOS Y CONSUMIBLES;11378
324;"BROCA ESPADA PARA MADERA 3/8"" TRUPER";ABRASIVOS Y CONSUMIBLES;11366
325;BROCA HSS 1/16 MP TOOLS;ABRASIVOS Y CONSUMIBLES;2674
326;BROCA HSS 1/2 MP TOOLS;ABRASIVOS Y CONSUMIBLES;1023
328;BROCA HSS 1/8 MP TOOLS;ABRASIVOS Y CONSUMIBLES;1079
329;BROCA HSS 11/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;1029
331;BROCA HSS 3/32 MP TOOLS;ABRASIVOS Y CONSUMIBLES;3411
332;BROCA HSS 3/8 MP TOOLS;ABRASIVOS Y CONSUMIBLES;33239
333;BROCA HSS 5/16 MP TOOLS;ABRASIVOS Y CONSUMIBLES;
334;BROCA HSS 5/32 MP TOOLS;ABRASIVOS Y CONSUMIBLES;4089
335;BROCA HSS 5/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;1043
336;BROCA HSS 7/16 MP TOOLS;ABRASIVOS Y CONSUMIBLES;3458
337;BROCA HSS 7/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;613
338;BROCA HSS 9/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;2843
339;"BROCA HSS ACERO RAPIDO 1/4"" TRUPER";ABRASIVOS Y CONSUMIBLES;11134
340;"BROCA HSS ACERO RAPIDO 1/8"" TRUPER";ABRASIVOS Y CONSUMIBLES;11118
341;"BROCA HSS ACERO RAPIDO 13/64"" TUPER";ABRASIVOS Y CONSUMIBLES;11128
343;"BROCA HSS ACERO RAPIDO 5/8"" TRUPER";ABRASIVOS Y CONSUMIBLES;11170
344;"BROCA HSS ACERO RAPIDO 9/16"" TRUPER";ABRASIVOS Y CONSUMIBLES;11168
345;"BROCA MURO 1/2"" DIAGER";ABRASIVOS Y CONSUMIBLES;
3297;"BROCA MURO 1/2"" MAKITA";ABRASIVOS Y CONSUMIBLES;THRO716U
346;"BROCA MURO 1/4"" DIAGER";ABRASIVOS Y CONSUMIBLES;
347;"BROCA MURO 3/16"" DIAGER";ABRASIVOS Y CONSUMIBLES;
348;"BROCA MURO 3/8"" DIAGER";ABRASIVOS Y CONSUMIBLES;
349;"BROCA MURO 5/16"" DIAGER";ABRASIVOS Y CONSUMIBLES;
3340;"BROCA PARA ROUTER TOOLCRAFT D 7/8"" X L 3/4""";ABRASIVOS Y CONSUMIBLES;
3515;"BROCHA CERDA SINTETICA 1"" PINTE";PINTURAS Y DISOLVENTES;112375
3514;"BROCHA CERDA SINTETICA 1/2"" PINTE";PINTURAS Y DISOLVENTES;112367
3516;"BROCHA CERDA SINTETICA 11/2"" PINTE";PINTURAS Y DISOLVENTES;112383
3517;"BROCHA CERDA SINTETICA 2"" PINTE";PINTURAS Y DISOLVENTES;112391
3518;"BROCHA CERDA SINTETICA 21/2"" PINTE";PINTURAS Y DISOLVENTES;112409
3519;"BROCHA CERDA SINTETICA 3"" PINTE";PINTURAS Y DISOLVENTES;112417
355;"BROCHA MANGO MADERA 2"" PRETUL";PINTURAS Y DISOLVENTES;24473
356;"BROCHA MANGO MADERA 3"" PRETUL";PINTURAS Y DISOLVENTES;24475
357;"BROCHA MANGO MADERA 4"" PRETUL";PINTURAS Y DISOLVENTES;24476
358;"BROCHA MANGO PLASTICO 1"" TRUPER";PINTURAS Y DISOLVENTES;14481
359;"BROCHA MANGO PLASTICO 1/2"" TRUPER";PINTURAS Y DISOLVENTES;14480
360;"BROCHA MANGO PLASTICO 11/2"" TRUPER";PINTURAS Y DISOLVENTES;14482
361;"BROCHA MANGO PLASTICO 2"" TRUPER";PINTURAS Y DISOLVENTES;14483
362;"BROCHA MANGO PLASTICO 21/2"" TRUPER";PINTURAS Y DISOLVENTES;14484
354;"BROCHA MANGO PLASTICO 3"" TRUPER";PINTURAS Y DISOLVENTES;14485
364;"BROCHA POPULAR BLANCA 1"" GOYA";PINTURAS Y DISOLVENTES;1306
365;"BROCHA POPULAR BLANCA 1/2"" GOYA";PINTURAS Y DISOLVENTES;1305
366;"BROCHA POPULAR BLANCA 2 1/2"" GOYA";PINTURAS Y DISOLVENTES;1309
369;"BROCHA POPULAR BLANCA 4"" GOYA";PINTURAS Y DISOLVENTES;1311
370;"BROCHA POPULAR BLANCA 5"" GOYA";PINTURAS Y DISOLVENTES;1312
371;"BROCHA POPULAR BLANCA 6"" GOYA";PINTURAS Y DISOLVENTES;1313
372;"BROCHA PROFESIONAL PLASTICO 5"" PINTUCO";PINTURAS Y DISOLVENTES;10338412
396;BUSHING GALVANIZADO 1/2 X 3/8;TUBERIAS Y ACCESORIOS;20231
374;BUSHING BRONCE 1/2 X 3/8;PARTES Y REPUESTOS;
375;BUSHING BRONCE 3/8 X 1/4;PARTES Y REPUESTOS;
373;BUSHING GALVANIZADO 3/4 X 1/2;TUBERIAS Y ACCESORIOS;20331
376;"BUJE ADAP CAUCHO 11/2"" A SIFON LAVAMANOS";TUBERIAS Y ACCESORIOS;
377;"BUJE ADAP CAUCHO 11/2"" A SIFON LAVAPLATOS";TUBERIAS Y ACCESORIOS;
378;"BUJE ADAP CAUCHO 11/4"" A SIFON LAVAMANOS";TUBERIAS Y ACCESORIOS;
379;"BUJE ADAP CAUCHO 11/4"" A SIFON LAVAPLATOS";TUBERIAS Y ACCESORIOS;
380;"BUJE ADAP CAUCHO 2"" A SIFON LAVAMANOS";TUBERIAS Y ACCESORIOS;
381;"BUJE ADAP CAUCHO 2"" A SIFON LAVAPLATOS";TUBERIAS Y ACCESORIOS;
382;"BUJE SANITARIO 2X11/2""";TUBERIAS Y ACCESORIOS;1102
