Nombre;Referencia;Categoria;Descripcion
GUANTE POLIESTER RECUBIERTO LATEX ELEMENT;3978;DOTACION INDUSTRIAL;44805
GUANTE POLIESTER RECUBIERTO NITRILO T8;3979;DOTACION INDUSTRIAL;44803
CONECTOR UNION LATON PEALPE 1216 x ï¿½?NPT;3980;TUBERIAS Y ACCESORIOS;44266
CONECTOR UNION LATON PEALPE 1216X1216;3981;TUBERIAS Y ACCESORIOS;44264
CONECTOR UNION LATON PEALPE 1216xï¿½?NPT;3982;TUBERIAS Y ACCESORIOS;44265
VALVULA CIERRE MARIPOSA LATON 1216 PEALP;3983;GRIFERIA;43492
DISCO CORTE METAL 41/2 X 1/8 x 7/8 DEWALT;3984;ABRASIVOS Y CONSUMIBLES;40365
"DISCO FLAP 4.1/2 X 7/8"" Z80 DEWALT";3985;ABRASIVOS Y CONSUMIBLES;13513
LIGANTE ACRIL 530 BOL 750 GR INVERCRYL;3986;LUBRICANTES;2131
AMARRE REUTILIZABLE 4,6X200mm PAQ FORTE;3988;SOGAS Y CADENAS;16104
FLEXOMETRO PRO 5m 30085 STANLEY;3989;HERRAMIENTA MANUAL;8877
REGULADOR GAS P R-20 M/N 1.50 MT HUMCAR;3990;TUBERIAS Y ACCESORIOS;821033
LUBRICANTE SECO PTFE SPRAY 240 ML TRUPER;3991;LUBRICANTES;101977
BROCA ACERO HSS 1/4 NICHOLSON;3704;ABRASIVOS Y CONSUMIBLES;
"ESPIRAL NEGRO 1/2"" PAQUETE X 5MT";3992;ELECTRICOS;
"DISCO FLAP 80 7"" AZUL VIGOR";3993;ABRASIVOS Y CONSUMIBLES;33252
"TORNILLO HEX RO ZINC 3/8X1/2""UN";3994;TORNILLERIA;
GUANTE POLIESTER RECUBIERTO DE NITRILO T9;3995;DOTACION INDUSTRIAL;44804
VARILLA CORRUGADA G-60 3/8 MM X MT;3998;CONSTRUCCION;
VARILLA CORRUGADA G-60 3/8 MM X 1MT;3999;CONSTRUCCION;
"DISCO DIAMANTADO SEGMENTADO 7"" ABRACOL";3996;ABRASIVOS Y CONSUMIBLES;5418
"DISCO DIAMANTADO SEGMENTADO 9"" ABRACOL";3997;ABRASIVOS Y CONSUMIBLES;5420
"DISCO DIAMANTADO CONTINUO 41/2"" ABRACOL";4000;ABRASIVOS Y CONSUMIBLES;5415
"DISCO DIAMANTADO SEGMENTADO 41/2"" ABRACOL";4001;ABRASIVOS Y CONSUMIBLES;5416
"TORNILLO HEX RO ZINC 7/16X11/4"" UN";4002;TORNILLERIA;
"TORNILLO HEX RO ZINC 7/16X31/2"" UN";4003;TORNILLERIA;
"TORNILLO HEX RO ZINC 7/16X41/2"" UN";4004;TORNILLERIA;
"TORNILLO HEX RO ZINC 5/16X1/2"" UN";4005;TORNILLERIA;
GAVETA APILABLE DE PLASTICO N2 17X11X8CM TRUPER;4006;HERRAJES Y SOPORTES;10889
GAVETA APILABLE DE PLASTICO N3 25X17X11CM TRUPER;4007;HERRAJES Y SOPORTES;10890
ORGANIZADOR CON 64 GAVETAS TRUPER;4008;HERRAJES Y SOPORTES;10895
"VARILLA ROSCADA XMT 7/16""";3809;CONSTRUCCION;
"MANDRIL ZANCO 3/8"" PARA SIERRA COPA BIMETALICA TRUPER";4009;HERRAMIENTA MANUAL;18122
"MANDRIL ZANCO 7/16"" PARA SIERRA COPA BIMETALICA TRUPER";4010;HERRAMIENTA MANUAL;18123
"SIERRA COPA BIMETALICA 1 3/4"" TRUPER";4011;ABRASIVOS Y CONSUMIBLES;18096
"TORNILLO HEX RO ZINC 1/4X5"" UN";4012;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/4X4"" UN";4013;TORNILLERIA;
CHAZO PLASTICO COLPASIBLE 5/16;4014;TORNILLERIA;
CHAZO PLASTICO MARIPOSA 3/8;4015;TORNILLERIA;
VARILLA ROSCADA 7/16;4016;;
PUNTAS PARA CAUTIN TIPO PISTOLA X2 TRUPER;4017;ABRASIVOS Y CONSUMIBLES;17555
ARENA BOLSA DE KILO APROX;4018;CONSTRUCCION;
LLAVERO APUNTADOR LASER;4019;CERRAJERIA Y SEGURIDAD;
SOLDADURA AL FRIO PEGATANKE ACERO NEGRO;4020;PEGANTES;
BROCA ACERO HSS 1/8 NICHOLSON;3701;ABRASIVOS Y CONSUMIBLES;
"PIEDRA PARA ESMERIL 5 X 3/4"" GRANO 36 TRUPER";4021;ABRASIVOS Y CONSUMIBLES;16358
TOALLITA COCINA MICROFIBRA;4022;HOGAR Y COCINA;
SWITCHE 4 PATAS;4023;ELECTRICOS;
CAIMAN ROJO NEGRO 300A GRANDE NACIONAL;4024;ELECTRICOS;
PILA A27;4025;ELECTRICOS;
PILA A23;4745;ELECTRICOS;
TERMINAL OJO 5/16;4027;ELECTRICOS;
LLAVE CRUCETA PEQUEï¿½A;4028;HERRAMIENTA MANUAL;
JUEGO DE MACHOS MILIMETRICOS;4029;HERRAMIENTA MANUAL;
CUCHILLO PARA FRUTA PEQUEï¿½O EXCALIBUR;4030;HERRAMIENTA MANUAL;
"DESTORNILLADOR ESTRELLA 1/8 X 4"" MCGRIP PRETUL";4031;HERRAMIENTA MANUAL;28082
CARETA FACIAL PRETUL;4032;HERRAMIENTA MANUAL;26007
AROS PARA LLAVES;4033;CERRAJERIA Y SEGURIDAD;
CANDADO DE HIERRO 63MM GANCHO LARGO HERMEX;4034;CERRAJERIA Y SEGURIDAD;43802
"BROCA PARA MADERA 3/16"" TRUPER";4035;ABRASIVOS Y CONSUMIBLES;101629
"BROCA PARA MADERA 1/4"" TRUPER";4036;ABRASIVOS Y CONSUMIBLES;101691
"TALADRO PERCUTOR INALAMBRICO 1/2"" 20V PRETUL";4037;HERRAMIENTA ELECTRICA;26118
JUEGO DE COPAS TAG 1/4 X 6 PUNTAS 13 PIEZAS SATA;4038;HERRAMIENTA MANUAL;9176
CERA ABRILLANTADOR MANUAL 240ML 3M;4039;LUBRICANTES;24519
SPRAY LACA AZUL ESPAï¿½OL 300ML TERINSA;4040;PINTURAS Y DISOLVENTES;92174
SPRAY LACA NEGRO EXTRAFINO 300ML TERINSA;4041;PINTURAS Y DISOLVENTES;92235
CERRADURA POMO BAï¿½O FANAL;4042;CERRAJERIA Y SEGURIDAD;97534
CERRADURA DE SEGURIDAD LLAVE MARIPOSA FANAL;4044;CERRAJERIA Y SEGURIDAD;92690
HILO GANAFULL O SOGA MARINA 6 1MT;4045;SOGAS Y CADENAS;19299
"ALICATE UNIVERSAL 8"" SATA";4046;HERRAMIENTA MANUAL;93358
COPA 1/2 6 PUNTAS 17MM SATA;4048;HERRAMIENTA MANUAL;
"ALICATE HOMBRESOLO DE PRESION RECTO 10"" SATA";4047;HERRAMIENTA MANUAL;94195 40%
COPA 1/2 6 PUNTAS 19 MM SATA;4049;HERRAMIENTA MANUAL;
COPA 1/2 6 PUNTAS 14 MM SATA;4050;HERRAMIENTA MANUAL;
COPA 1/2 6 PUNTAS 12 MM SATA;4051;HERRAMIENTA MANUAL;
"COPA 1/2 6 PUNTAS 1/2"" SATA";4052;HERRAMIENTA MANUAL;
"COPA 1/2 6 PUNTAS 9/16"" SATA";4053;HERRAMIENTA MANUAL;
"COPA 1/2 6 PUNTAS 3/4"" SATA";4054;HERRAMIENTA MANUAL;
"DESTORNILLADOR ESTRELLA 1/4 X 4"" SATA";4055;HERRAMIENTA MANUAL;42285
"DESTORNILLADOR PALA 1/4 X 4"" SATA";4056;HERRAMIENTA MANUAL;43539
LLAVE DE COMBINACION WRENCH 8MM SATA;4057;HERRAMIENTA MANUAL;
LLAVE DE COMBINACION WRENCH 10 MM SATA;4058;HERRAMIENTA MANUAL;
LLAVE DE COMBINACION WRENCH 12 MM SATA;4059;HERRAMIENTA MANUAL;
LLAVE DE COMBINACION WRENCH 13 MM SATA;4060;HERRAMIENTA MANUAL;
LLAVE DE COMBINACION WRENCH 14 MM SATA;4061;HERRAMIENTA MANUAL;
LLAVE COMBINADA ESPEJO 17MM SATA;4062;HERRAMIENTA MANUAL;
"LLAVE COMBINADA ESPEJO 3/8"" MM SATA";4063;HERRAMIENTA MANUAL;62450
"LLAVE COMBINADA ESPEJO 9/16"" MM SATA";4065;HERRAMIENTA MANUAL;
"RATCHET 1/2"" DESACOPLE RAPIDO CABEZA REDONDA SATA";4066;HERRAMIENTA MANUAL;
LLAVE TIPO T CON COPA 8MM SATA;4067;HERRAMIENTA MANUAL;
LLAVE TIPO T CON COPA 10MM SATA;4068;HERRAMIENTA MANUAL;
"PUNTA PHILLIPS 1/4"" X 50MM N2 SATA";4069;HERRAMIENTA MANUAL;91729
JUEGO DE LLAVE HEX PLEGABLE 8P 1.5 -8MM SATA;4070;HERRAMIENTA MANUAL;42685
"DISCO DESBASTE METAL 41/2"" X 1/4"" X 7/8"" PREMIER";4071;ABRASIVOS Y CONSUMIBLES;6625
SELLADOR DE POLIURETANO 280ML GRIS TRUPER;4072;PINTURAS Y DISOLVENTES;12905
"PRENSA EN C DE HIERRO 4"" PRETUL";4073;HERRAMIENTA MANUAL;27202
"PRENSA EN C DE HIERRO 6"" PRETUL";4074;HERRAMIENTA MANUAL;27204
JUEGO DE 10 LLAVES MIXTAS PULGADAS Y METRICAS PULIDAS TRUPER EXP;4075;HERRAMIENTA MANUAL;13164
LLAVE MIXTA CON RATCHET 11MM TRUPER EXP;4076;HERRAMIENTA MANUAL;13620
LLAVE MIXTA CON RATCHET 12MM TRUPER EXP;4077;HERRAMIENTA MANUAL;15744
LLAVE MIXTA CON RATCHET 13MM TRUPER EXP;4078;HERRAMIENTA MANUAL;15745
LLAVE DE BANDA METALICA 31/4-33/4 PARA FILTRO DE ACEITE;4079;HERRAMIENTA MANUAL;14518
LIJADORA MANUAL DE BASE ALUMINIO 8X24 CM TRUPER;4080;HERRAMIENTA MANUAL;100436
JUEGO DE 70 HERRAMIENTAS 1/4 Y 3/8 MECANICO PRETUL;4081;HERRAMIENTA MANUAL;22981
LLAVE JARDIN DE BOLA DE 1/2 ZINC PRETUL;4082;GRIFERIA;23146
GUAYA FLEXIBLE 3/16 ACERO 7X19 RECUBIERTO 1MT FIERO;4083;SOGAS Y CADENAS;44223
"HOMBRESOLO DE CAENA 8"" TRUPER";4084;HERRAMIENTA MANUAL;17438
"HOMBRESOLO GIRATORIO TIPO C 9"" TRUPER";4085;HERRAMIENTA MANUAL;17414
"HOMBRESOLO DE SOLDADOR 9"" TRUPER";4086;HERRAMIENTA MANUAL;17426
"HOMBRESOLO HOJALATERO 8"" TRUPER";4087;HERRAMIENTA MANUAL;17425
"HOMBRESOLO DE PUNTA LARGA 9"" TRUPER";4088;HERRAMIENTA MANUAL;17433
CERRADURA POMO ALCOBA FANAL;4043;CERRAJERIA Y SEGURIDAD;
PISTOLA PARA LIMPIEZA DE MAQUINAS TOSCA 1/4 TRUPER;4089;HERRAMIENTA MANUAL;19237
BORNES DE LATON PARA BATERIA 2 PIEZAS TRUPER;4090;PARTES Y REPUESTOS;23042
SILICONA TRANSPARENTE 50 ML UDUKE;4091;PEGANTES;
PIEDRA DE AFILAR GRANDE;4092;HERRAMIENTA MANUAL;
PIEDRA DE AFILAR PEQUEï¿½A;4093;HERRAMIENTA MANUAL;
TOALLITA GRANDE;4094;HOGAR Y COCINA;
BANDAS DE CAUCHO CAJA;4095;HERRAJES Y SOPORTES;
BANDAS DE CAUCHO UNIDAD;4096;HERRAJES Y SOPORTES;
LAPIZ DE CERA VIDIOGRAF PARA VIDRIO METAL CERAMICA;4097;PAPELERIA Y ESCOLAR;
"PUNTILLA 1"" SIN CABEZA 400G";4098CA;TORNILLERIA;
JUEGO DE 2 ESLINGAS REATA CON RATCHET 1500 KG TRUPER;4099;HERRAMIENTA MANUAL;101831
"ESMERIL DE BANCO 5"" DE 1/4 HP TRUPER";4100;HERRAMIENTA ELECTRICA;12784
TAPA BOCA RESPIRADOR SIN CARTUCHO 1 FILTRO PRETUL;4101;DOTACION INDUSTRIAL;23390
TAPA BOCA RESPIRADOR SIN CARTUCHO 2 FILTROS PRETUL;4102;DOTACION INDUSTRIAL;23391
FILTRO CARTUCHO DE REPUESTO PINTURA EN SPRAY PRETUL;4103;DOTACION INDUSTRIAL;23394
FILTRO CARTUCHO DE REPUESTO VAPORES INORGANICOS PRETUL;4104;DOTACION INDUSTRIAL;23395
FILTRO CARTUCHO DE REPUESTO VAPORES ORGANICOS PRETUL;4105;DOTACION INDUSTRIAL;23392
FILTRO CARTUCHO DE REPUESTO GASES ACIDOS PRETUL;4106;DOTACION INDUSTRIAL;23396
FILTRO DE REPUESTO POLVOS Y PARTICULAS PRETUL;4107;DOTACION INDUSTRIAL;23393
INTEGRADO ESCOLAR;4108;ELECTRICOS;
LIMADURA DE HIERRO ESCOLAR;4109;ELECTRICOS;
ESFERA DE HIERRO;4110;ELECTRICOS;
JUMPERS ESCOLAR UNIDAD X COLOR;4111;ELECTRICOS;
TUBO CINTA TERMOENCOGIBLE 15MM 1MT;4112;ELECTRICOS;
"VALVULA BOLA PVC 1/2"" ROSCA LIVIANA";4113;GRIFERIA;
"VALVULA BOLA PVC 3/4"" ROSCA LIVIANA";4114;GRIFERIA;
"VALVULA BOLA PVC 1"" ROSCA LIVIANA";4115;GRIFERIA;
"VALVULA BOLA PVC 1/2"" SOLDAR LIVIANA";4116;GRIFERIA;
"VALVULA BOLA PVC 3/4"" SOLDAR LIVIANA";4117;GRIFERIA;
"VALVULA BOLA PVC 1"" SOLDAR LIVIANA";4118;GRIFERIA;
CABEZA DUCHA CROMADA BOCCHERINI;4119;GRIFERIA;5034
TUBO DE 1/2 PARA REGADERA 42CM BOCCHEIRNI;4120;GRIFERIA;D-001
ACOPLE METALICO TUERCA BRONCE 1/2 X 1/2 60CM UNIDAD  BOCCHERINI;4121;GRIFERIA;AMB60
SOLDADURA 6010 1/8 1 K WEST ARCO;4122;ABRASIVOS Y CONSUMIBLES;240661 40%
SOLDADURA 6010 1/8 1/2 K WEST ARCO;4123;ABRASIVOS Y CONSUMIBLES;240661
SOLDADURA 6010 1/8 5 K WEST ARCO;4124;ABRASIVOS Y CONSUMIBLES;240661
SOLDADURA 6010 1/8 1 VARITA WEST ARCO;4125;ABRASIVOS Y CONSUMIBLES;240661
MASILLA POLIESTER ULTRA BLANCO 19167 PINTUCO;4126;PINTURAS Y DISOLVENTES;67102
VASO DE LICUADORA PLASTICO OSTER;4127;HOGAR Y COCINA;
VASO DE LICUADORA PLASTICO SAMURAI;4128;HOGAR Y COCINA;
LLAVERO DESTAPADOR EN ALUMINIO FIGURAS;4129;CERRAJERIA Y SEGURIDAD;
MULTITOMA ALFA LINEAL 6SL X 1MT;4130;ELECTRICOS;
DECODIFICADOR TDT DXG2223 AUDIOPI;4131;ELECTRICOS;30%
PROTOBOARD WB 102;4132;ELECTRICOS;
CABLE VEHICULO N 12 VERDE O NEGRO;4133;ELECTRICOS;
RECOGEDOR CON CAUCHO;4134;HOGAR Y COCINA;
TACO BREAKER TRIPOLAR 40A EXE;4135;ELECTRICOS;35820
TACO BREAKER TRIPOLAR 50A EXE;4136;ELECTRICOS;51420
VIDRIO TRANSPARENTE REDONDO 50MM TRUPER;4138;ABRASIVOS Y CONSUMIBLES;14280
TAPA  PROTECTOR PARA TOMA;4137;ELECTRICOS;
CIMBRA CON COLORANTE 15 MT PRETUL;4139;HERRAMIENTA MANUAL;28574
"CUCHILLO CHEF 6"" MANGO MADERA PRETUL";4141;HOGAR Y COCINA;23080
"CUCHILLO CHEF 7"" MANGO MADERA PRETUL";4142;HOGAR Y COCINA;23081
"CUCHILLO CHEF 8"" MANGO MADERA PRETUL";4143;HOGAR Y COCINA;23082
CANDADO CROMADO/ DORADO LLAVE CRUZ;4140;CERRAJERIA Y SEGURIDAD;4140
LUBRICANTE PENETRANTE 378 ML FORMULA MECANICA;4144;LUBRICANTES;
"GRATA COPA  ALAMBRE TRENZADO 3"" MULTI-ROSCA TRUPER";4145;HERRAMIENTA MANUAL;100851
"GRATA COPA  ALAMBRE ONDULADO 3"" MULTI-ROSCA TRUPER";4146;HERRAMIENTA MANUAL;100857
CINTA METRICA 30M METALICA TRUPER;4147;HERRAMIENTA MANUAL;12648
ACOPLE RAPIDO MANGUERA-ACC TRUPER;4148;GRIFERIA;12722
ACOPLE RAPIDO MACHO ABS TRUPER;4149;GRIFERIA;12726
ACOPLE RAPIDO HEMBRA ABS TRUPER;4150;GRIFERIA;12727
COPA MANDO 1/2 6 PUNTAS 10 MM TRUPER;4151;HERRAMIENTA MANUAL;13260
"LLAVE MIXTA CON RATCHET 1/2"" TRUPER EXP";4152;HERRAMIENTA MANUAL;15738
"LLAVE MIXTA CON RATCHET 9/16"" TRUPER EXP";4153;HERRAMIENTA MANUAL;15739
"GRAPADORA TIPO PISTOLA 5/16"" TRUPER";4154;HERRAMIENTA MANUAL;17963
ALAMBRE 12 X ROLLO 100MT PROCABLES;4155;ELECTRICOS;20%
"PORTACANDADO 3"" INDUMA";4163;HERRAJES Y SOPORTES;
CHURRUSCO PARA BAï¿½O CON BASE;4164;HOGAR Y COCINA;
COPA MANDO 3/8 6 PUNTAS 6 MM TRUPER;4157;HERRAMIENTA MANUAL;13670
COPA MANDO 3/8 6 PUNTAS 7 MM TRUPER;4158;HERRAMIENTA MANUAL;13671
COPA MANDO 3/8 6 PUNTAS 8 MM TRUPER;4159;HERRAMIENTA MANUAL;13672
COPA MANDO 3/8 6 PUNTAS 9 MM TRUPER;4160;HERRAMIENTA MANUAL;13673
"LIMA PLANA BASTARDA 4"" TRUPER";4161;HERRAMIENTA MANUAL;15138
"LIMA REDONDA BASTARDA 4"" TRUPER";4162;HERRAMIENTA MANUAL;15185
PUNTAS PARA MULTIMETRO;4165;ELECTRICOS;
LUCES DE NAVIDAD LED LINEAL X30 FIGURAS;4166;ELECTRICOS;YG-846
LUCES DE NAVIDAD LED LINEAL X100 MULTICOLOR;4167;ELECTRICOS;YG-99  YG-100
LUCES DE NAVIDAD LED LINEAL BOMBILLO GRANDE HUMO X100;4168;ELECTRICOS;YG-825
LUCES DE NAVIDAD LED LLUVIA DE 3X 0.60CM;4169;ELECTRICOS;
LUCES DE NAVIDAD MALLA 1.50 X 1.50;4170;ELECTRICOS;YG-837
SECUENCIADOR DE LUCES MANGUERA LED;4171;ELECTRICOS;
TAPABOCAS QUIRURGICO NEGRO U;4172;DOTACION INDUSTRIAL;
"RODILLO PITUFO VERDE 1"" JR";4173;PINTURAS Y DISOLVENTES;
"RODILLO PITUFO VERDE 2"" JR";4174;PINTURAS Y DISOLVENTES;
"RODILLO PITUFO VERDE 4"" JR";4175;PINTURAS Y DISOLVENTES;
"RODILLO PITUFO VERDE 5"" JR";4176;PINTURAS Y DISOLVENTES;
ANTICORROSIVO PROTECCION ICO BLANCO 1 GALON PINTUCO;4177;PINTURAS Y DISOLVENTES;
ANTICORROSIVO PROTECCION ICO BLANCO 1/2 GALON PINTUCO;4178;PINTURAS Y DISOLVENTES;
ANTICORROSIVO PROTECCION ICO BLANCO 1 GALON 1/4 PINTUCO;4179;PINTURAS Y DISOLVENTES;
ANTICORROSIVO PROTECCION ICO BLANCO 1/8 GALON PINTUCO;4180;PINTURAS Y DISOLVENTES;
ANTICORROSIVO PROTECCION ICO BLANCO 1/32 GALON PINTUCO;4181;PINTURAS Y DISOLVENTES;
JUEGO DE 5 EXTRACTOR DE TORNILLOS;4182;HERRAMIENTA MANUAL;14512
PISTOLA DE CALEFATEO AZUL ECO;4183;HERRAMIENTA MANUAL;
MEZCLADOR FLEXIBLE PALANCA UNIFER;4184;GRIFERIA;
EXTENSION ADAPTADOR ARTICULADO 1/4 MAGNETICO TRUPER;4185;HERRAMIENTA MANUAL;11875
SOLDADURA 95/5 PARA TUBERIA DE GAS 45G 1MT TRUPER;4186;PEGANTES;14367
SOLDADURA 95/5 PARA TUBERIA DE GAS 45G ROLLO X8MT TRUPER;4187;PEGANTES;14367
JUEGO DE 7 LLAVES TORX TIPO NAVAJA PRETUL;4188;HERRAMIENTA MANUAL;21395
DISCO CORTE DIAMANTADO SEG /CONTINUO 4 1/2 UNITEC;4189;ABRASIVOS Y CONSUMIBLES;
DISCO CORTE DIAMANTADO SEG /CONTINUO 7 UNITEC;4190;ABRASIVOS Y CONSUMIBLES;
"DISCO CORTE SIERRA 7"" UNITEC";4191;ABRASIVOS Y CONSUMIBLES;
VINILO T1 VINILICO NEGRO 1/8 G PINTUCO;4196;PINTURAS Y DISOLVENTES;
LLAVE LAVAPLATOS MANIJA TIPO PALANCA;4192;PINTURAS Y DISOLVENTES;AG07-6566Z
VINILO T1 VINILICO NEGRO 1 G PINTUCO;4193;PINTURAS Y DISOLVENTES;
VINILO T1 VINILICO NEGRO 1/2 G PINTUCO;4194;PINTURAS Y DISOLVENTES;
VINILO T1 VINILICO NEGRO 1/4 G PINTUCO;4195;PINTURAS Y DISOLVENTES;
VINILO T1 VINILICO NEGRO 1/32 G PINTUCO;4197;PINTURAS Y DISOLVENTES;
"BUJE PVC SOLDADO 11/4X1""";4198;TUBERIAS Y ACCESORIOS;
CARETA PARA SOLDAR INDUSTRIAL ECO;4199;DOTACION INDUSTRIAL;
LUCES NAVIDAD MALLA 1.20X 1.20;4200;ELECTRICOS;
Yoyo Para Guadaï¿½adora Manual Th109-10 Bellota;4229;HERRAMIENTA MANUAL;
RODAJA CORTA BALDOSA 18MM HOPEX;4201;ABRASIVOS Y CONSUMIBLES;
RODAJA CORTA BALDOSA 8 - 10MM HOPEX;4202;ABRASIVOS Y CONSUMIBLES;
SILICONA TRANSPARENTE 85G DTURIN;4203;PEGANTES;
"DUCHA REGADERA CUADRADA 4"" ACERO INOXIDABLE BOCHERINNI";4204;GRIFERIA;YW001
SOPORTE PASTICO BLANCO PLATERO;4205;HERRAJES Y SOPORTES;
SOLDADURA CPVC 56 GR 1/65 GAL PAVCO;4206;PEGANTES;11746
BOMBILLO LED 9W SYLVANIA;4207;;3
BOMBILLO LED 5W SYLVANIA;4208;;1
TEE ELECTRICA GRIS MERCURY;4212;ELECTRICOS;45413
CINTA LED COLORES LUZ RGB + CONTROL 12 V ROLLO X 5MT MERCURY;4209;ELECTRICOS;50798
MULTITOMA REGULADOR DE VOLTAJE 8SALIDA 1000W MERCURY;4210;ELECTRICOS;51019
EXTENSION 2MT 6FT DUPLEX OSBLACK/TITANIUM;4211;ELECTRICOS;45406
BOMBILLO LED 3W LUZ CALIDA/BLANCA MERCURY;4213;ELECTRICOS;45470
BOMBILLO LED 5W LUZ CALIDA MERCURY;4214;ELECTRICOS;45577
BOMBILLO LED 9W LUZ CALIDA MERCURY;4215;ELECTRICOS;45472
BOMBILLO LED 12W LUZ CALIDA MERCURY;4216;ELECTRICOS;45475
BOMBILLO LED 15W LUZ CALIDA MERCURY;4217;ELECTRICOS;45476
BOMBILLO LED 1W PINPON MERCURY;4218;ELECTRICOS;45481
"PANEL LED 24W 10"" REDONDO SOBREPONER MERCURY";4219;ELECTRICOS;45511
TEE ELECTRICA ESCUALIZABLE GRIS P/TIERRA MERCURY;4220;ELECTRICOS;50825
CERRADURA CIL POMO ENTRADA PRINCIPAL INOX VERA;4221;ELECTRICOS;40474
LAMPARA LED T5 10W 60CM LUC BLANCA MERCURY;4222;ELECTRICOS;
LIMPIADOR DE CARBURADOR Y VALVULAS SOO ML MERCURY;4223;LUBRICANTES;
NYLON MULTIUSOS 10L FORTE;3310;SOGAS Y CADENAS;42266
LLAVE BRISTOL CORTA L 4MM;3837;HERRAMIENTA MANUAL;11707
VARILLA CORRUGADA G-60 W 1/4 X 6MT;4224;CONSTRUCCION;10070
VARILLA CORRUGADA G-60 W 1/4 X 1MT;4225;CONSTRUCCION;10070
PONCHAR TERMINAL TELMEX 1 LADO;4226;ELECTRICOS;
LUBRICANTE MULTIUSOS 450ML MERCURY;4227;LUBRICANTES;
ASIENTO SANITARIO RIOPLAST;4228;GRIFERIA;
"NIPLE GALVANIZADO KAUDAL 1"" X 3""";4230;TUBERIAS Y ACCESORIOS;
"NIPLE GALVANIZADO KAUDAL 1"" X 2""";4231;TUBERIAS Y ACCESORIOS;
SIFON FLEXIBLE CROMADO LAVAMANOS  CON CANASTILLA;4232;GRIFERIA;
FONDO EXPERTO GRIS 1 G SUPER;4233;PINTURAS Y DISOLVENTES;
FONDO EXPERTO GRIS 1/2 G SUPER;4234;PINTURAS Y DISOLVENTES;
FONDO EXPERTO GRIS 1/4 G SUPER;4235;PINTURAS Y DISOLVENTES;
FONDO EXPERTO GRIS 1/8 G SUPER;4236;PINTURAS Y DISOLVENTES;
FONDO EXPERTO GRIS 1/32 G SUPER;4237;PINTURAS Y DISOLVENTES;
PUNTILLA SIN CABEZA  3/4 X 400 GM;4240CA;TORNILLERIA;
PUNTILLA SIN CABEZA  3/4 X DOCENA;4240D;TORNILLERIA;
PUNTILLA SIN CABEZA  3/4 X U;4240;TORNILLERIA;
PUNTILLA SIN CABEZA  3/4 X 400 GM;4243CA;TORNILLERIA;
PUNTILLA SIN CABEZA  3/4 X DOCENA;4243D;TORNILLERIA;
PUNTILLA SIN CABEZA  3/4 X U;4243;TORNILLERIA;
"CINCEL DE CORTE FRIO 3/4 x 10"" TRUPER";4244;HERRAMIENTA MANUAL;12145
GUANTE DE CARNAZA LARGO;4245;DOTACION INDUSTRIAL;
TUBO EMT 1/2;4246;TUBERIAS Y ACCESORIOS;
CURVA EMT 1/2;4247;TUBERIAS Y ACCESORIOS;
TERMINAL EMT 1/2;4248;TUBERIAS Y ACCESORIOS;
UNION EMT 1/2;4249;TUBERIAS Y ACCESORIOS;
"UNION GALVANIZADA 1""";4257;TUBERIAS Y ACCESORIOS;
PERRO 1/8;4250;TORNILLERIA;
VIRUTA PEQUEï¿½A 75GM;4251;HOGAR Y COCINA;
TERMINAL COBRE 100 A;4252;ELECTRICOS;
NYLON X 1 MT;4253;SOGAS Y CADENAS;
CEPILLO GRATA TRUPER X UND;4254;HERRAMIENTA MANUAL;10652
GANCHO CORTINA EN S;4255;HERRAJES Y SOPORTES;
"DESTORNILLADOR PALA 3/16 X 8"" PRETUL";4256;HERRAMIENTA MANUAL;21469
GRAPA CAMA GALVANIZADA X UNIDAD;4258;HERRAJES Y SOPORTES;
TERMINAL OJO 3/18;4259;ELECTRICOS;
TRANCA PUERTA PIE COLORES;4260;HERRAJES Y SOPORTES;
"DESTORNILLADOR PALA 1/4"" X 4"" PRETUL";4261;HERRAMIENTA MANUAL;21481
"DESTORNILLADOR PALA 3/16"" X8"" PRETUL";4262;;21469
MANGUERA PEALPE BLANCA 1/2 1MT;4263;TUBERIAS Y ACCESORIOS;
"CINTA ENMASCARAR 1/2"" X 50M TRUPER";4265;PEGANTES;12589
"CINTA ENMASCARAR 11/2"" X 50M TRUPER";4266;PEGANTES;12592
"CINTA ENMASCARAR AZUL PARA PINTORES 1/2"" TRUPER";4267;PEGANTES;12620
CINTA TAPAGOTERAS 20 CM X 10 MT ALUMBAND;4268;CONSTRUCCION;10395716
GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 8;4269;DOTACION INDUSTRIAL;4600
GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 81/2;4270;DOTACION INDUSTRIAL;4601
GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 9;4271;DOTACION INDUSTRIAL;4602
TOMA DOBLE USB PLATA MERCURY;4264;ELECTRICOS;45463
SELLADOR DE BLOQUE DE CULATA 473CC SINTESOLDA;4272;LUBRICANTES;2657
CANDADO DE BAYONETA LATï¿½N Sï¿½LIDO 70MM;4273;CERRAJERIA Y SEGURIDAD;44692
"EXTENSION PARA RACHET 2 1/2"" MANDO 1/2 TRUPER";4274;HERRAMIENTA MANUAL;13414
